Region_Name,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Month 13,Month 14,Month 15,Month 16,Month 17,Month 18,Month 19,Month 20,Month 21,Month 22,Month 23,Month 24,Month 25,Month 26,Month 27,Month 28,Month 29,Month 30,Month 31,Month 32,Month 33,Month 34,Month 35,Month 36,Month 37,Month 38,Month 39,Month 40,Month 41,Month 42,Month 43,Month 44,Month 45,Month 46,Month 47,Month 48,Month 49,Month 50,Month 51,Month 52,Month 53,Month 54,Month 55,Month 56,Month 57,Month 58,Month 59,Month 60,Month 61,Month 62,Month 63,Month 64,Month 65,Month 66,Month 67,Month 68,Month 69,Month 70,Month 71,Month 72
Region 554,0.832856318,0.962339484,1.006936234,0.977505658,0.972196684,0.945787214,0.831034702,0.893259067,0.908381707,0.581573557,0.522387399,0.526673526,0.845611676,1.080382115,0.892378838,0.99255771,1.178897882,1.237367997,1.046902219,1.026392897,1.0382938,0.93890557,0.680828612,0.734058726,0.665841621,0.707129868,0.867166804,0.971647793,1.093281859,0.767970404,0.922791103,1.234428739,0.686837063,0.983511176,0.723918464,0.708613116,0.807710988,0.968990582,1.054403871,1.192675972,1.387584407,0.540401314,1.071495622,0.380468944,0.326653667,1.174726525,0.841490592,0.836026679,0.834334637,0.97616741,0.973787012,0.945558646,0.194775594,0.998854551,0.005869732,1.176664528,1.210327559,1.034900173,0.888272577,0.765496184,0.906157876,0.921688193,1.245955078,1.131075078,1.23033939,1.345831397,1.275650214,0.826848465,0.877922923,0.94843577,0.911079722,0.726360907
Region 555,0.669317739,0.810400351,0.798775402,0.871081645,0.822041351,0.658642185,0.714989518,0.77163435,0.707748527,0.546446476,0.404022966,0.473157568,0.674549323,0.820331473,0.751752852,0.787712741,0.708720709,0.925124508,0.779267725,0.871092996,0.847014634,0.7163224,0.401788377,0.52197324,0.515360638,0.594412614,0.763780511,0.700566603,0.879809382,0.63187415,0.758935217,0.885534055,0.690740734,0.576652323,0.433594159,0.483677487,0.593263892,0.769159145,0.887329944,0.910867684,0.85026175,0.977793175,0.796455902,0.904091168,0.645379439,0.758093795,0.670018542,0.64318723,0.64100363,0.763276891,0.821976289,0.975062443,0.904445687,0.782323091,0.984734997,0.812686666,0.825483921,0.774218609,0.659680426,0.634406824,0.612743107,0.729745171,0.905876678,0.892716266,0.930073509,0.817873341,0.950714838,0.021462715,0.689040581,0.754519048,0.607990474,0.61921725
Region 556,1.333418023,1.387431025,1.36217323,1.528420455,1.558717909,1.446372615,1.369349074,1.27022897,1.431783577,1.156480797,0.949109695,1.127187079,1.348877531,1.593108254,1.370729011,1.435169421,1.666000752,1.5763454,1.645355274,1.556391053,1.400000704,1.58644929,1.115605692,1.326634289,1.23781337,1.266091844,1.616207677,1.517108469,1.793234216,1.700770167,1.420623139,1.804042465,1.279895007,1.53232907,1.290706043,1.347943934,1.469560448,1.575739191,1.709258993,1.813525609,1.999388597,1.514559195,1.746675002,2.062931642,2.050284249,1.786751954,1.429894128,1.509360482,1.408674616,1.706982599,1.684829514,1.976399453,0,1.62788306,0.3522794,1.79872735,1.910649842,1.1711384,1.585257591,1.514503196,1.600874849,1.647649942,1.972408231,1.842036508,1.968865982,2.271776304,2.116080521,0.711874002,1.61537936,1.761845698,1.519376973,1.606615675
Region 557,1.143519895,1.360416653,1.288340759,1.41678176,1.262926636,1.176343725,1.116129284,1.203819497,1.30220913,0.971424025,0.836714887,0.91014936,1.166057163,1.522428867,1.298502296,1.255866299,1.448324674,1.491349865,1.548335336,1.187154444,1.333729287,1.252986455,1.164748616,1.184406671,1.074932969,1.081774768,1.369324905,1.340651613,1.629434345,1.313949782,1.173121127,1.475449983,1.420647203,1.183914492,1.054419321,1.105229317,1.230667987,1.418959735,1.460623283,1.550662146,1.461963567,1.230390598,1.434987108,1.024483556,0.274518239,1.392557702,1.164428029,1.254846176,1.17804569,1.406526772,1.357013743,1.721257984,0,0.169054909,0.333563341,1.634257632,1.494787434,1.420656768,1.383537203,1.239629632,1.255406552,1.365597327,1.704498602,1.59131708,1.577774956,1.524259828,1.710587999,0.32321736,1.33260611,1.427763634,1.342349965,1.418994061
Region 558,0.814559975,0.961106177,0.943342517,0.983975039,0.964057583,0.855401312,0.869130841,0.855152842,0.962714609,0.708890447,0.529333441,0.652120823,0.822695284,1.123680808,0.944411324,0.919484423,1.134444192,1.099774283,1.107378079,1.013125248,0.970951671,0.920723387,0.757424243,0.804967345,0.705742534,0.730967682,0.995280946,0.992970256,1.194332716,0.921808167,0.858816227,1.123649744,0.985119396,0.917493368,0.697872823,0.707478036,0.875284985,1.013450231,1.090880854,1.218851506,1.107569882,0.688363327,1.011250008,1.211208784,0.509127578,1.043816408,0.830940274,0.843157424,0.784637022,0.977211591,0.991789889,1.267392867,0.021696198,0.747595889,0.134363599,1.273381927,1.182595774,0.958980489,0.93177785,0.837524249,0.812603736,0.937169875,1.221114173,1.146227425,1.21789562,0.732429591,1.186928982,0.8433844,0.888464725,1.064241175,0.866638999,0.927488213
Region 559,11.45358069,10.96902756,9.439938442,9.89901486,10.0695721,11.92419982,10.43478585,11.19165169,9.708555392,8.676517559,7.013327558,1.571083584,10.7588781,12.50734092,10.27556403,11.99696079,11.23647937,9.52740635,13.77351149,10.80674473,12.16123246,10.59888363,8.580853179,9.987369765,11.27678285,10.48937455,10.99508424,9.960625212,10.55119059,10.77581857,11.53947312,12.25852911,10.18619453,9.797271074,8.885560921,9.585874427,11.07555839,10.5751477,10.83586883,9.061680883,10.6570449,11.31027304,11.10280167,12.4417326,8.758014073,8.0895028,9.511566056,10.94945336,10.42721906,11.4524558,9.550346016,10.7141683,0,11.14985994,0,12.49368515,12.94419881,6.04002654,11.0224727,11.83581621,13.48009844,12.47454351,12.45382341,12.3537459,10.76416741,13.30608689,14.0415659,0,12.40710447,12.27311831,10.5434092,11.94374251
Region 560,0.401764044,0.48241941,0.516499102,0.576157352,0.457195547,0.45110614,0.45247018,0.520189831,0.42709423,0.318611043,0.156658012,0.24434191,0.424489437,0.596261541,0.52332814,0.460385041,0.56230577,0.692638878,0.498943625,0.596589394,0.615169575,0.491653365,0.400047921,0.436429339,0.302118228,0.343667616,0.512564843,0.534839839,0.70597483,0.619134714,0.488428431,0.726025334,0.43664825,0.481751454,0.304300567,0.265619073,0.37926348,0.56499123,0.612179605,0.733283633,0.729770994,0.475748317,0.550717254,0.625977126,0.27595758,0.607218167,0.527215386,0.470632529,0.461028475,0.577850302,0.621396756,0.771247723,0.092828508,0.335226589,0.379349521,0.707209334,0.598278532,0.60254923,0.530353581,0.482746459,0.427264882,0.524881137,0.71323565,0.70448504,0.738022984,0.708282815,0.750799222,0.348936818,0.543275918,0.615596111,0.51330942,0.467990112
Region 561,0.502676301,0.608631851,0.615969768,0.65612381,0.597211582,0.505873613,0.560723684,0.625854046,0.536546486,0.432800441,0.288420108,0.338048449,0.55000093,0.672974724,0.603746773,0.628612717,0.61908682,0.752081591,0.618541989,0.716837134,0.664358687,0.573113236,0.360550267,0.446949231,0.420794271,0.452706303,0.612470613,0.532124447,0.716866033,0.568085938,0.618021147,0.749871848,0.605255596,0.47964858,0.320853557,0.331397103,0.458757559,0.6192876,0.729060152,0.808810299,0.74684506,0.87804482,0.644541789,0.734169116,0.671304359,0.694642775,0.59123876,0.545093135,0.564843481,0.672499962,0.734015205,0.914964607,0.578182187,0.709323096,0.919784302,0.694369651,0.765779238,0.72211713,0.628957148,0.530682254,0.548136079,0.665435107,0.831535786,0.84236694,0.848758753,0.657960793,0.840467724,0.134312099,0.663740271,0.720569322,0.5991818,0.56331581
Region 562,0.75409521,0.934735505,0.866617124,0.96358375,0.809951176,0.700686727,0.731300455,0.882023989,0.823176686,0.631032945,0.575068725,0.53028144,0.77590925,1.035695596,0.99020208,0.923655027,0.814222171,1.071261569,0.924803658,0.8847448,0.904366979,0.855141573,0.562559475,0.673555645,0.745544433,0.804407334,0.904956702,0.904643324,1.115450298,0.811179958,1.069002856,1.194784461,0.858390886,0.952922668,0.789578711,0.97309787,1.28017271,1.38084385,1.375724536,1.429779683,1.378628015,1.815766838,1.318089001,1.365505213,0.823223664,1.443351231,1.281639896,1.155415007,1.295427063,1.660933059,1.604517944,2.134926207,2.187733693,1.740640316,2.540394573,0.940550248,2.33446212,3.099225438,2.03061721,1.559047194,1.899064253,2.239083168,2.442870337,2.194103014,2.304876871,1.10303913,3.113874905,1.032269539,2.505183757,2.549167421,1.994399863,1.901148387
Region 563,0.561141944,0.638937001,0.699606885,0.76609889,0.668380182,0.568379719,0.625877749,0.683140463,0.61690901,0.471378356,0.353807426,0.40744145,0.60625236,0.780728081,0.702477333,0.641397436,0.697214568,0.810401433,0.702974042,0.73218823,0.772476594,0.656068621,0.394303102,0.520875755,0.476049992,0.475468312,0.641470746,0.673065222,0.912160589,0.791921975,0.714199199,0.930176717,0.652595929,0.618285797,0.422711144,0.458536946,0.585901495,0.765189797,0.829944415,0.926528188,0.917646459,0.860562776,0.781603468,0.851641192,0.787494162,0.802559594,0.657330873,0.634657978,0.600628432,0.707536807,0.776694391,0.995278725,0.096747556,0.603437476,0.973830765,0.817162904,0.756434225,0.823295643,0.66692822,0.625869368,0.655008943,0.710206888,0.946103701,0.923485267,1.036109062,0.57224432,1.090246931,0.162740446,0.815060448,0.864158019,0.780683659,0.758678345
Region 564,1.147779953,1.216954585,1.297801726,1.392475582,1.202169451,1.301864735,1.130340065,1.137507186,1.177388409,1.021948323,0.829716084,0.819471681,1.182687061,1.419847491,1.221908762,1.343351361,1.523890639,1.5005514,1.406592007,1.329856094,1.309219133,1.317390029,1.091102211,1.093387948,1.094059683,1.135424747,1.405140128,1.395711763,1.55302982,1.198159083,1.289000512,1.641173828,1.067366032,1.33240132,1.09309512,1.133940499,1.224260003,1.296923316,1.494397998,1.63373099,1.866067774,1.935886105,1.484761854,0.994097595,1.551913222,1.538752569,1.263007927,1.24668945,1.215203191,1.483977494,1.48915201,1.544465436,0.572803415,1.376816266,0.012828489,0.868117504,1.670747135,1.117856242,1.277369063,1.234974937,1.380017769,1.411474968,1.691313882,1.582546041,1.705996774,1.880036964,1.811570809,1.205292151,1.348221835,1.591209944,1.266142321,1.256927861
Region 565,2.950084276,2.738643969,2.768914881,2.997699107,3.00186428,2.969324992,2.637855396,2.603116755,2.907131626,2.222340945,2.103743839,2.477589041,2.910572431,3.250211247,2.719313333,2.936588016,2.974893237,2.877596156,3.063054061,3.019557928,3.02968998,3.12725558,2.578484904,2.571089181,2.782963664,2.785652255,3.236531587,2.960819804,3.100097059,3.111269627,2.900489304,3.506238172,2.596658334,2.948721227,2.487484545,2.745985387,2.678880599,2.836040097,3.01709631,3.066662808,3.189535877,3.803453686,3.021040464,3.255736133,3.715845138,2.985608415,2.704518428,2.881424362,2.769314366,3.237868324,3.040611304,3.294956572,0,3.087362993,0.152145656,0.566021037,3.64255223,2.181861251,2.894007321,2.963830081,3.361007986,3.448285414,3.600163115,3.417875088,3.45768972,3.6641531,3.868817607,1.932507369,3.030824898,3.458999595,2.855558432,3.026981906
Region 566,0.915589687,1.063718658,1.035014153,1.063428075,0.985537746,0.995488024,0.966809062,0.958837936,1.057064813,0.802775356,0.565171432,0.716384354,0.949357226,1.271860977,1.061903843,1.097855946,1.269012461,1.207452719,1.239062181,1.18037108,1.143843823,1.071023412,0.847482748,0.847854839,0.821884088,0.886942051,1.181314956,1.187819881,1.335244394,1.17002447,1.070645191,1.329468925,0.970625428,1.050446531,0.796164734,0.836005076,1.004498385,1.107529019,1.173755144,1.339940637,1.380897032,0.48415039,1.18770375,1.361664236,1.18563118,1.221243558,0.940825736,0.977121433,0.948263828,1.124719875,1.121118343,1.352149399,0,1.138812362,0.370334843,1.411396943,1.279557382,0.928313621,1.048944732,0.985939335,0.953997047,1.066357768,1.340488822,1.310035937,1.337064538,0.828353993,1.402103551,0.895696198,1.116333672,1.174942483,0.943042904,1.044258947
Region 567,0.805152811,0.912799069,0.957457939,1.037637042,0.943975264,0.840502578,0.899490576,0.84538922,0.882575075,0.692263072,0.54529825,0.58267997,0.806867168,1.004907982,0.893341137,0.921387231,0.856714953,1.075099928,0.896789896,0.947214269,1.095352783,0.900347772,0.571546714,0.759323097,0.709399027,0.742373697,0.920471915,0.890626361,1.16733262,1.030108603,0.96416424,1.049126448,0.969894652,0.848091046,0.641986111,0.688418261,0.82737076,1.010635816,1.102377877,1.14726446,1.080672195,0.687833793,0.9815306,1.141901325,1.001028711,0.994463232,0.835092681,0.841433249,0.816024121,0.959477128,0.990994174,1.235722179,0.748176447,0.599326691,0.635705552,1.10831396,0.988233002,1.031956455,0.891947473,0.826236198,0.939877514,0.93286662,1.219132307,1.228038338,1.249549514,0.889097397,1.276201452,0.141594787,1.067688925,1.073431441,0.944805507,0.890069653
Region 568,2.135600213,2.301296281,2.210942391,2.134532605,2.268027218,2.365542017,2.053245503,2.067849425,2.27342209,1.701312821,1.718775673,1.904169589,2.230785934,2.492355072,2.160067528,2.345673949,2.61244198,2.461922066,2.624232673,2.276490453,2.714986833,2.254746863,1.745014105,1.958199973,2.131381616,2.278178025,2.350945119,2.463102842,2.746791708,2.18258498,2.213669951,2.992493534,2.142695408,2.497524289,2.218638706,2.289166,2.378107629,2.509809837,2.62072714,2.738191161,2.126173498,3.111848046,2.608407637,3.613725707,1.028984104,2.677665287,2.080946554,2.339128092,2.278196408,2.686892557,2.519785676,1.595169251,0.031130032,2.316930471,0.988549299,3.446467736,3.137570436,2.05807827,2.349880553,2.294858368,2.836886258,2.77975989,3.036901663,2.943000018,3.04257952,3.345396244,3.354251271,0.218411922,2.364505137,2.963618172,2.762211137,2.549994219
Region 569,1.888731816,2.000150897,1.881564074,1.934361575,1.993867537,2.032521465,1.719806952,1.598354435,2.020341934,1.432685864,1.272425429,1.635509371,1.887631123,2.193195351,1.85628153,1.881943677,2.214836793,2.110049145,2.107801587,2.064503656,2.332142276,2.00672748,1.683167863,1.4847409,1.805118081,1.874432669,2.207349974,2.122528842,2.329093491,1.865971233,1.886797339,2.418837463,1.653325919,2.081292592,1.85553822,1.894699234,1.988610966,2.076140853,2.199986791,2.419570826,2.408050593,2.777240134,2.286795408,3.104620846,1.618511582,2.35608442,2.04808551,2.097623723,1.968351306,2.387953918,2.306609622,2.369185526,0.103722682,2.092473504,1.753761892,2.123501345,2.687019131,1.579261084,2.128120531,2.165425359,2.45774973,2.39035422,2.744131216,2.601874976,2.715880315,2.746171,2.934616822,0.64304824,2.193737179,2.801027329,2.267808345,2.308248698
Region 570,0.766580832,0.872362539,0.895477849,0.974169118,0.925099816,0.980877211,0.831468389,0.839946271,0.926898022,0.710417358,0.43433216,0.609534913,0.81000309,1.085022065,0.907912878,0.913734257,1.125324074,1.228147325,1.057795538,1.046067623,1.004841686,0.942424237,0.74643746,0.685639733,0.679951234,0.719435611,1.020941886,0.963258447,1.136296866,1.105583808,0.93667256,1.227432976,0.826012741,0.951454988,0.723384117,0.742507965,0.866767464,0.961354923,1.080869049,1.202025953,1.360452392,1.2605917,1.084397985,1.391571682,0.609370286,1.08997184,0.857750003,0.880973576,0.818810983,1.063475849,1.01025287,1.219316564,0.372242248,0.587695803,1.04376448,1.188053002,1.2106755,0.968277025,0.997610789,0.960964585,0.982535274,1.074280694,1.36610569,1.251188282,1.308679808,1.315331209,1.4345566,0.574247863,0.889438132,1.146959287,0.977774605,0.951167469
Region 571,0.975808606,1.221669134,1.160715365,1.343508659,1.09563278,0.981383264,1.127007275,1.080557117,1.113695361,0.922345162,0.659910639,0.70336911,1.063779253,1.23493872,1.17556587,1.205387736,1.008141355,1.399967861,1.242527982,1.223701532,1.135850094,1.07674179,0.697666792,0.788973676,0.986322708,1.05223764,1.18946394,1.030485665,1.265543955,1.06793515,1.150607406,1.384979611,0.997086998,0.895010933,0.691534546,0.844791723,1.002833166,1.221060603,1.144098686,1.21764661,1.51297509,1.409501049,1.04766889,1.273808115,1.072070709,1.042400187,0.914277397,0.927948719,1.024591512,1.228603359,1.154883503,1.39300475,1.291589747,0.729585885,1.207123522,0.934248094,1.062670767,1.066587979,0.920747794,0.905865551,0.979117722,1.104704333,1.233523908,1.301336367,1.226337623,1.157688082,1.271622646,0.073589291,1.077589278,1.093114247,0.861251206,0.975640955
Region 572,0.647174231,0.777153256,0.755156249,0.825054951,0.705610704,0.707147429,0.670357412,0.736950248,0.708751042,0.530034399,0.420213185,0.432173128,0.683867064,0.91514044,0.776328393,0.682609641,0.81800389,0.96517807,0.845612158,0.952478103,0.971115617,0.687618691,0.609274451,0.648328071,0.54611346,0.597566742,0.785248464,0.799576286,1.038510086,0.942293809,0.73378188,0.839003672,0.702002833,0.706131638,0.500277904,0.487498333,0.630114578,0.815289057,0.850014635,0.985013061,0.953067604,1.14462075,0.843565023,0.796517369,0.728301832,0.845887842,0.716821957,0.688800296,0.665977052,0.823794073,0.826628979,1.013572021,0.07566949,0.131698793,0.215092677,0.969722484,0.892575476,0.823159048,0.727465113,0.685316101,0.671524615,0.745524578,0.991027254,1.000202269,1.00525191,1.065315439,1.026647195,0.696114327,0.84200397,0.833880281,0.714042174,0.711896344
Region 573,13.49768091,12.9422003,11.72661353,12.22209541,12.22005576,13.84569308,12.46185604,13.99879781,14.54490193,10.5153963,9.460738841,11.20686497,13.42616266,14.63929181,11.93440352,13.17143496,14.60767346,13.60040341,14.22216161,14.78207878,14.35646484,13.79535332,11.52298442,11.77563816,13.27028685,12.54088622,12.8694019,11.79232442,11.17376127,12.51780463,11.83132221,12.82918021,8.912610081,10.71712943,9.212425003,10.89636321,10.29774733,10.82818894,10.46828113,9.629332756,10.43111481,13.10494416,11.66716975,11.73424235,11.74058003,9.257009061,8.749665012,11.23407681,10.65789691,11.90332663,10.10346833,9.911189183,0,12.39837526,0,0.036718091,13.08093191,8.530071714,9.77310996,10.72264808,13.18043791,12.47803829,12.48142462,11.78158107,11.48816569,11.95687641,13.84427567,2.767779242,11.34707888,12.55866831,10.47212404,11.26091801
Region 574,0.774595752,0.900741819,0.834994095,0.935166654,0.854534809,0.752066253,0.825015645,0.784318001,0.785720158,0.632067098,0.477327189,0.453828889,0.779668516,0.962913675,0.845881228,0.871374682,0.78906348,1.041215596,1.041463042,0.860474075,0.940546851,0.745745063,0.472895857,0.621755839,0.700617951,0.746266431,0.912045874,0.794081844,1.017950053,0.829467418,0.874152821,1.072467862,0.854963283,0.683623092,0.467380111,0.532945949,0.709182506,0.90126449,0.933480837,1.000181165,0.891429059,1.068686863,0.866252848,0.966894454,0.820446841,0.802031496,0.703413501,0.715925538,0.75927552,0.892824442,0.958659455,1.106607809,1.062075105,0.682809679,1.163395908,0.810722333,0.873302722,0.878619409,0.826293442,0.67633268,0.741111524,0.871202247,1.039647381,1.057146285,1.02949179,1.169126926,1.074710777,0.032022117,0.79983625,0.910393488,0.741968793,0.745650836
Region 575,1.613840714,1.676608534,1.638062446,1.756620176,1.781577175,1.799999371,1.520664515,1.502240483,1.768578069,1.310915155,1.107301286,1.437210428,1.613715383,1.925899867,1.638342006,1.705998211,1.947360606,1.859823489,1.945616533,1.933995605,1.893754284,1.845384917,1.400550719,1.329661764,1.465033225,1.539755267,1.831178546,1.771190275,2.005996691,1.941325322,1.636794335,2.065946579,1.707993609,1.723895354,1.505202956,1.566477075,1.675140509,1.736354387,1.862562641,2.094476299,2.03117201,2.569301292,1.963714145,2.552766272,1.436045053,1.862290083,1.693646425,1.735664948,1.607125342,1.975732893,1.901038927,2.031604184,0.070154135,1.357138139,0.326242548,1.185655044,2.233533697,1.501099898,1.741600355,1.808258053,2.017541223,1.982433487,2.339044806,2.227963276,2.315924458,2.339608995,2.504751426,0.298514867,1.717269578,2.352755869,1.828762664,1.922865914
Region 576,0.789597125,0.926763647,0.916457254,1.025570945,0.932818903,0.740320446,0.818089135,0.980378589,0.870903974,0.72617697,0.339368487,0.677331013,0.840645693,1.00914715,0.97382441,0.942988142,0.777250829,1.078503661,1.004928483,1.017484347,0.928107266,0.836305219,0.561943166,0.610633465,0.693488436,0.722753544,0.866360773,0.81595153,1.078629047,0.739929119,0.879265783,1.032740773,0.772746438,0.669133452,0.472023363,0.556605204,0.698890171,0.84889813,0.914548053,1.010226595,0.952595113,1.123539741,0.827884194,0.984846942,0.810471665,0.815394728,0.707871087,0.68285529,0.709194914,0.883894339,0.922274964,1.128814929,1.021356468,0.806786638,1.191492924,0.635877092,0.909285257,0.841119874,0.769107879,0.665736987,0.711106329,0.858901649,1.043447902,1.073409555,1.056452024,1.008766943,1.011335357,0.009027272,0.863926937,0.895665589,0.685287272,0.746326964
Region 577,0.920337075,1.047082483,1.013766213,1.062528859,0.982085053,0.929078059,0.897400009,1.075025717,0.996690732,0.778988523,0.623646602,0.80042437,1.012412513,1.19423782,1.077093542,1.034571468,1.079334636,1.164000202,1.167114214,1.069310871,1.308136164,0.991032964,0.802997564,0.969324773,0.870055705,0.950709609,1.121908625,1.106769474,1.317267539,1.078071178,1.000352503,1.215475886,0.989465015,1.014622539,0.772584282,0.754782331,0.909414354,1.12756138,1.149656047,1.210988964,1.073282338,1.54955179,1.118152767,1.071101628,0.843482441,1.038238723,0.971390898,0.950939142,0.922872999,1.072244869,1.112038907,1.323652497,0.048382869,0.003474177,0.839292628,0.979670876,1.124570472,1.063357399,0.976372676,0.918698194,0.962727638,1.025470874,1.269096122,1.25275374,1.259688844,0.838496279,1.405034179,0.452059391,1.113963688,1.067865009,0.956971494,1.011677594
Region 578,0.571659543,0.657779344,0.672524311,0.660377122,0.658032459,0.680432136,0.568002248,0.733410789,0.732080085,0.525141771,0.339772293,0.444647553,0.623545881,0.858230967,0.729432481,0.730691761,0.974273325,0.984714436,0.841006486,0.904795573,0.840691097,0.762786562,0.672912149,0.63965917,0.500407523,0.556456376,0.772340865,0.744033295,0.962589895,0.867208004,0.67474885,1.046557157,0.709440584,0.748595764,0.558298442,0.542295523,0.661027818,0.802669858,0.864873524,0.984832081,1.109649514,1.123934949,0.867820654,1.175403836,0.793909827,0.931389305,0.741527628,0.717434529,0.630938135,0.809452832,0.842880679,1.059700039,0.083101337,0.416976691,0.730242863,1.111542568,0.960459098,0.809713091,0.763948892,0.72166755,0.693551563,0.769570057,1.013608521,0.969772359,1.043872699,0.977843694,1.061731428,0.660997797,0.81983761,0.951234454,0.798713917,0.818618059
Region 579,1.363084826,1.646233035,1.528030912,1.362090119,1.524242007,1.621194694,1.510840787,1.482565202,1.602111231,1.011195659,1.181066496,1.334051407,1.461164665,1.716515962,1.452746492,1.621201487,1.770582499,1.381066606,1.779278592,1.823812109,1.860480095,1.655870229,1.341689402,1.571948953,1.681752664,1.801347505,1.963468726,2.026697787,1.992256419,2.01946272,1.669441976,2.316513793,1.998783565,2.058638367,1.766036776,1.768724232,1.972856239,2.678108443,2.171555402,2.181935339,1.901092396,2.483317467,2.171882967,2.635538409,1.877788464,2.030536776,1.696774588,1.847217965,1.823282534,2.264350215,2.037460447,1.616356348,0.029240562,1.344203837,0.593851927,2.127583682,2.301173528,1.158477168,1.659975313,1.728804885,2.121493249,2.12155559,2.632763214,2.28837681,2.277166248,2.285793392,2.338673718,0.380762698,1.730002343,2.136629106,2.006968227,1.786412737
Region 580,9.298664969,9.65839796,8.619212354,8.761053639,9.119572702,10.06727836,9.715241241,9.206550759,9.688341839,6.508150509,8.001450967,9.664420585,9.526041083,10.14645088,8.787433656,9.935989831,10.13653865,9.472681143,11.20910686,10.66504491,10.79023928,9.62942104,8.423186998,9.445521355,10.91457403,11.35767317,10.3799046,10.80633074,10.7142455,11.77633486,11.18386599,12.52561401,11.61223398,11.61909464,11.05520375,11.69206035,11.93166737,12.45952196,11.59292462,10.6276193,4.927515596,14.05099458,12.80296164,14.60841813,11.33990072,10.61037783,8.43305233,10.6455577,11.09806105,12.32700881,10.38099867,6.722104643,0,10.94843756,6.903581115,12.09762169,13.91517402,7.543357854,9.533085606,9.452184421,13.41227344,12.73694701,13.09407807,12.65154364,11.49873876,10.64229017,13.44907349,0.964151358,9.884756017,11.56843606,10.74153757,10.30179564
Region 581,0.658052563,0.71307112,0.770900236,0.886609295,0.786955145,0.704605067,0.698819388,0.827526194,0.851556239,0.611394533,0.465509993,0.566963822,0.789275984,0.991655866,0.842364025,0.796389319,0.891198962,1.011173,0.974476503,0.867198333,1.063922772,0.794917352,0.521814333,0.722293457,0.632099436,0.635363969,0.828150665,0.843129938,1.044986334,0.84290148,0.859111212,1.116247977,0.804200454,0.846705315,0.566709044,0.597521343,0.730239581,0.878262997,0.926022792,1.072098428,1.009356911,1.252280088,0.974168645,1.064711035,0.87090611,0.947609884,0.792949659,0.793793863,0.756328177,0.864516661,0.966516593,1.105578358,0.015306006,0.458354374,0.370048447,0.708128136,0.998663662,0.909575699,0.817439259,0.732872457,0.786198738,0.824045158,1.072324796,1.059577413,1.138610487,0.946327814,1.167008921,0.303137052,0.94825393,0.950713733,0.822327343,0.824082414
Region 582,13.61200048,13.29392557,12.47220758,12.23801395,12.0940716,13.96385516,13.12855134,12.32496277,13.3486658,7.554393164,9.243298306,13.46630688,13.64685872,14.47334874,12.22555764,12.7784094,12.90044923,12.7463296,14.45360087,13.96169699,14.24688957,12.73211636,10.77118091,12.30411411,14.508363,14.88259545,13.78145039,14.10517791,14.11761816,15.16328743,13.68421625,16.44233657,13.25409449,14.45073923,13.07110445,14.3696987,14.24960706,15.08668641,14.75877388,13.35590562,13.33588719,16.6525422,15.21901457,14.12848921,13.64969973,12.47581159,11.56302934,13.7636915,13.88362109,15.98463601,13.58282221,13.05573332,0.018902624,15.15224237,15.81113743,13.00750687,16.61151727,8.259397654,13.90881859,14.72875873,17.3041793,16.69262342,15.45678567,15.57269042,14.56067129,16.18555597,17.75913276,0,12.95742757,16.07173424,15.28655983,15.12946574
Region 583,2.332960481,2.581012622,2.265377445,2.381949622,2.4095157,2.245227513,1.881780524,2.180123036,2.228566768,1.861787982,1.479545694,1.691068605,2.213428423,2.677883426,2.175119149,2.249283441,2.512101945,2.575804422,2.709634299,2.671793098,2.77324154,2.069058163,2.000232421,2.235536086,2.200153882,2.224716719,2.568430639,2.34240701,2.817217355,2.575074588,2.065062577,2.587108166,2.707246635,2.300160323,2.079954116,2.269201947,2.403466501,2.582843298,2.544380291,2.459585417,2.63165315,3.18667786,2.690868025,3.472444748,1.620495344,2.554058713,2.200499326,2.399417103,2.373867928,2.722998213,2.413597158,2.838288259,0.354563151,0.920517219,0.393507505,2.897764583,2.488408108,2.338420031,2.475096808,2.287294218,2.499738817,2.458812972,2.942860923,2.733578477,2.703789946,1.384900589,3.142638053,2.160231299,2.614159617,2.635118799,2.573860163,2.681116568
Region 584,20.60447816,20.03364538,18.80596848,18.90758228,20.56280783,22.70879664,22.20078668,19.74277683,20.64504892,13.9762372,16.24719701,23.47193373,19.99181803,21.91146285,18.26522993,21.01944571,22.01701068,20.8336095,24.394325,23.64431204,21.8119936,20.56638807,16.80100878,21.25095545,23.71311738,23.44833239,21.46781159,22.40820161,21.35566743,24.96223381,23.10576528,25.27605006,20.62430374,22.74640218,21.25078295,22.72140641,22.49877419,25.40489247,23.23119668,20.63854372,19.82363117,28.61496427,25.48910321,22.68304836,22.74794609,21.22973986,17.3986982,21.42223129,22.2705904,25.26843776,20.9295511,18.89986686,0,8.079505378,21.99139402,22.11371567,26.69968873,13.13781787,18.11680908,20.04687444,25.92321054,24.23254749,23.28487657,22.94849306,21.36597478,21.96783349,26.62232396,0,20.57325816,23.39274802,20.54996296,21.01762379
